tran_dt,sender,receiver,amount,sender_prev_bal
2023-05-29,7788087086,2852845691,441.76,5198.4
2023-09-18,3224534149,4761080385,350.85,3102.11
2023-11-02,4631232391,8526557327,163.22,9997.9
2023-04-26,7153578596,5243053659,289.21,2843.99
2023-05-13,5018014536,2801430795,81.57,6290.84
2023-10-16,8497692628,1555109954,94.57,8600.22
2023-03-09,1567185174,6490516141,55.53,722.9
2023-07-24,8548635822,5392037730,67.16,8734.67
2023-08-19,6631218396,5563407980,190.88,5069.81
2023-04-13,9136098514,3382776341,207.08,639.53
2023-11-15,7666501843,3483958943,1097.97,2332.71
2023-08-31,9677841168,9506997368,269.5,3837.9
2023-03-23,7202839593,6815707497,330.76,798.83
2023-07-17,2682633258,4859816657,366.99,7553.8
2023-04-21,8407362745,1955800935,211.86,2932.2
2023-05-10,2976901269,1271699948,261.51,3151.71
2023-04-12,9794577317,1017020714,458.07,3973.03
2023-02-08,8254663660,1569441813,272.49,1529.75
2023-05-13,5137292853,4732508610,291.87,6578.6
2023-05-23,9195582017,5920569106,384.78,3343.46
2023-11-26,3463316944,8384981854,96.79,1273.45
2023-06-28,8471869360,1872880830,210.93,6281.38
2023-08-26,2391928322,1908169873,110.71,3260.03
2023-11-11,2296889509,5135858878,98.69,9123.89
2023-04-21,6202838211,6664236500,118.1,3231.55
2023-08-07,1079948278,5319136771,873.14,1964.91
2023-11-15,1606823814,9830950006,43.55,7832.9
2023-09-08,7575389424,7429285705,180.12,8459.16
2023-03-17,2837227128,7761332422,438.58,9941.38
2023-05-25,1770205776,9044211277,347.41,784.31
2023-09-23,5544171130,9197411796,113.9,9759.44
2023-11-03,7403172893,4459764630,86.04,2094.63
2023-05-24,1134062001,9484892308,316.93,5179.51
2023-01-27,1144486898,7446340394,261.05,8648.6
2023-02-03,1844074790,1823056088,155.49,5214.62
2023-09-29,1112415317,5374089350,258.83,6991.48
2023-04-20,7594228160,6531711442,1675.86,9363.72
2023-07-19,6265640291,4079990347,208.83,1184.28
2023-05-04,2097749932,8270520024,203.08,1202.5
2023-05-12,3203290648,2142635409,2106.96,7003.56
2023-01-27,2851098229,7761332422,452.32,3292.02
2023-11-18,9677841168,1206345702,268.88,6887.71
2023-06-16,5966382984,1535483808,240.26,2689.79
2023-01-11,9136098514,4934728511,1241.0,3983.11
2023-12-16,5809281990,9731472162,117.81,9800.14
2023-12-28,8251635741,1498521782,278.09,3732.3
2023-06-10,4950453652,6441783020,1272.66,8439.61
2023-08-16,9382268880,7303366002,266.41,2807.82
2023-02-11,1676626956,4575154766,406.58,1186.97
2023-07-18,4606857351,7448192925,381.66,8033.39
2023-03-17,2282297408,3349687216,145.87,5579.2
2023-04-04,2976901269,4412699315,288.56,4962.51
2023-09-07,9794577317,6829766093,413.23,3565.18
2023-05-06,7788087086,4205474554,456.55,9592.15
2023-06-09,1158621244,4424766954,362.48,3354.88
2023-02-16,5222101744,3783204132,332.0,3079.38
2023-08-15,3300797449,8404221910,76.21,6181.27
2023-10-19,2256517542,4930935721,107.06,3534.19
2023-01-15,6517220846,3946294990,515.2,9335.53
2023-12-28,5165694959,7015509629,137.69,5972.53
2023-09-03,4816298404,6240932099,299.79,8622.85
2023-04-07,8436622319,7794635246,527.07,2806.21
2023-09-06,7202839593,2142635409,403.77,1758.44
2023-06-24,4584146126,3190273985,442.87,4762.47
2023-05-30,7036123296,6490516141,113.94,3535.69
2023-12-30,2282297408,6085975670,112.23,7219.76
2023-03-12,3257062005,1555109954,480.31,4304.42
2023-08-26,3703962220,6284186311,245.52,2690.54
2023-05-14,3224534149,3256207935,327.25,2486.7
2023-01-20,1008861066,7020104693,151.57,4371.35
2023-09-15,9352634039,6651750347,186.95,1287.69
2023-04-20,8045855309,3783204132,32.7,2411.06
2023-02-12,1651226605,3465910025,380.6,9338.73
2023-04-22,8045855309,5113129178,32.63,1457.08
2023-11-02,9104663241,8887473116,501.7,5021.99
2023-05-26,5079871673,6848650970,2212.42,9971.94
2023-01-04,7403172893,1687399428,103.42,986.69
2023-02-08,8254663660,1111495877,217.96,1534.9
2023-06-03,7202839593,2873340386,243.84,8486.63
2023-02-08,1134062001,7272371991,268.25,4053.35
2023-04-08,6331808265,6148136777,519.01,8978.55
2023-05-17,5813070931,9506997368,464.67,8705.81
2023-06-03,1288303997,6870119413,-64.17,2595.89
2023-05-10,5853640549,1921855975,311.23,7785.81
2023-07-30,9971126046,4412699315,276.62,5931.58
2023-01-04,2282297408,5076064581,165.59,5238.56
2023-07-29,6517220846,3661752487,451.96,1958.85
2023-08-02,7836684495,4211386603,94.63,8407.85
2023-06-11,6954377166,8279859826,39.36,5653.29
2023-01-25,1761232323,1657795117,-14.91,3120.33
2023-09-04,9430296170,9496078669,43.62,1092.76
2023-09-02,3703962220,3620898151,50.08,5340.07
2023-12-23,2507098120,7032714017,311.85,1072.35
2023-10-15,8548635822,7314219912,204.09,6811.94
2023-02-24,6265640291,9139307219,221.0,7294.68
2023-07-18,7063064307,5374089350,42.05,1952.11
2023-09-02,7719753395,3611808474,421.9,688.04
2023-03-01,7223312208,4707626355,88.68,2521.54
2023-07-17,3621598798,6748028112,134.96,7068.07
2023-06-07,2824317672,8293282371,369.92,4709.78
2023-03-12,4405488566,1555109954,182.86,3834.59
2023-03-23,4905245731,2969599836,303.42,8415.63
2023-03-17,2252597577,3256207935,518.68,9399.41
2023-10-11,3556530143,1196540852,213.95,2065.91
2023-08-22,8868303343,6148136777,431.13,7929.64
2023-07-26,9946408543,2553911119,430.93,5543.81
2023-05-11,7719753395,5271803575,404.2,3828.18
2023-12-03,8094279433,7429285705,333.62,3373.86
2023-05-08,3143462909,4564405102,372.2,1576.94
2023-11-30,7076598156,6868835294,399.91,9541.54
2023-10-24,4905245731,3461051559,313.6,472.78
2023-02-09,9391881886,6220603277,436.49,5428.19
2023-06-13,6581131506,6979889907,416.19,2058.67
2023-12-10,9391881886,1423922530,448.15,4031.56
2023-12-08,4237717123,3966504289,165.2,9586.85
2023-10-06,7063064307,4532052055,-23.44,1354.66
2023-07-25,2282297408,6827293597,140.3,3931.01
2023-04-09,1179368344,2660485764,416.0,3291.95
2023-08-10,1157973925,6916040954,374.87,9872.4
2023-02-05,3699572113,2636514339,171.51,6579.31
2023-04-10,6250485006,4005630831,459.91,6632.07
2023-12-23,5222101744,4838050270,351.84,1675.56
2023-10-11,9170668733,2143770681,198.59,3715.8
2023-05-25,2282297408,8279859826,140.57,5805.03
2023-06-15,5071338731,6870119413,207.33,7925.4
2023-05-10,5079871673,8829725777,415.16,6064.41
2023-11-28,5902627817,1810792375,478.01,2011.71
2023-11-16,8413728778,8509306440,213.16,433.01
2023-03-05,2183582499,7015509629,13.42,3299.07
2023-02-12,7751910128,9066022021,208.29,6994.53
2023-10-01,3257062005,4079990347,483.92,8118.26
2023-11-06,9117125188,9025540461,276.11,2276.64
2023-08-27,8646111342,2198372196,290.79,2377.71
2023-05-04,3300797449,4934728511,99.31,5657.87
2023-05-29,6631218396,8448700122,212.9,6636.77
2023-06-09,5222101744,9197411796,354.1,9598.84
2023-01-25,6536389274,1955909855,251.27,6746.23
2023-08-01,5469695410,4135559961,277.28,7160.99
2023-08-02,3703962220,3729061797,58.43,4004.69
2023-02-17,7942825916,1687399428,48.83,7779.22
2023-12-03,2781002956,4934728511,226.1,2484.46
2023-07-26,1202681880,2660485764,97.63,7641.13
2023-07-01,7751910128,2406636678,212.38,1418.85
2023-09-22,1770205776,3524424249,376.1,1074.41
2023-02-18,5959515865,8182542226,411.06,760.17
2023-07-26,3703962220,8293282371,15.91,356.94
2023-09-05,7223312208,8423597928,170.97,9647.47
2023-01-09,1008861066,7761522903,146.92,3784.08
2023-12-21,5096271531,6499638412,281.65,2624.48
2023-05-24,9010637497,4832021542,125.62,7110.21
2023-02-02,8579276620,3788503288,316.33,6838.28
2023-03-10,4206312755,1476031825,376.99,5677.94
2023-06-10,3964868878,4662104184,407.39,8361.88
2023-08-15,4268051129,3074629897,214.23,4315.63
2023-04-26,8542881577,3705395940,278.74,8067.75
2023-03-21,8382413949,4211386603,476.78,6699.44
2023-01-29,4775057900,3493168708,398.7,3407.9
2023-12-06,9683294158,5184392401,307.71,1518.06
2023-04-27,9136098514,4209184744,249.65,6487.18
2023-09-15,9898976418,8815264532,83.1,2231.84
2023-09-17,8666108063,2969599836,378.29,3943.35
2023-12-14,8407362745,9144862025,207.98,3330.99
2023-06-20,9836783317,6002139621,364.12,2854.3
2023-10-24,2041054584,6237789247,317.7,6731.93
2023-06-24,8646111342,5374089350,282.77,333.44
2023-09-18,8875346680,4257316337,491.54,2070.94
2023-02-20,1288303997,9139307219,102.85,6839.77
2023-07-02,5034961863,6078992419,79.84,5177.75
2023-12-28,5809281990,8476512870,125.77,1137.97
2023-03-27,9677841168,3465910025,256.64,5421.75
2023-10-30,7019049608,8605482872,283.1,3895.34
2023-08-13,1798769275,2899342074,501.99,8556.81
2023-08-23,8646111342,3611808474,1181.25,7457.22
2023-05-04,3621598798,8138499210,138.81,4123.89
2023-12-28,7408366345,6531711442,366.86,4121.61
2023-01-30,9352634039,5440043103,132.67,6652.33
2023-06-14,7666501843,1577884505,310.15,4205.61
2023-07-14,5966382984,5271803575,270.91,3108.47
2023-06-30,3224534149,3666667169,290.81,9637.09
2023-02-23,5709743269,5888445457,147.55,1896.9
2023-12-15,6517220846,1698812067,481.36,4691.35
2023-08-27,9198899900,6527612750,106.74,6272.06
2023-03-17,5535125923,4869227480,238.04,7666.66
2023-09-07,2680751486,9802680641,363.26,956.56
2023-05-02,8094293910,6085975670,49.07,9150.18
2023-03-14,9677841168,1196540852,1455.54,6333.31
2023-04-15,2911815832,6548876120,344.48,4450.0
2023-12-03,8024648080,6827293597,255.49,4038.18
2023-05-15,2904504206,6678220690,489.85,5528.84
2023-06-25,8254663660,4066764166,133.69,1767.52
2023-03-16,2828220653,4036073044,46.09,3042.41
2023-04-25,5535125923,1157144227,245.16,8899.51
2023-02-03,3621598798,7942133241,117.45,564.97
2023-11-18,4268051129,1217352507,183.67,8289.9
2023-12-03,1568070113,3705395940,110.98,9988.66
2023-12-21,9898976418,4449205315,26.36,9792.24
2023-12-01,2837227128,6237789247,417.53,844.5
2023-04-17,8548635822,5374089350,209.45,9450.9
2023-10-24,2911815832,6602779340,316.15,3835.67
2023-10-13,4358294074,9204416723,173.91,7078.76
2023-12-01,4816298404,6075416777,298.43,9350.39
2023-01-06,6536389274,7593423234,194.07,8167.56
2023-08-28,4910860812,9049007791,322.26,3505.29
2023-03-02,2540044701,4283191345,281.37,6763.99
2023-08-24,9753570622,9292724298,274.17,775.53
2023-11-24,2824317672,6284186311,319.09,4867.07
2023-06-01,4631232391,2320077430,157.53,7446.78
2023-12-30,9352634039,8138499210,148.63,895.26
2023-03-13,5134252963,5505487777,211.42,1951.4
2023-06-29,9352634039,3705395940,143.67,3888.33
2023-01-06,2252597577,2801430795,507.81,6958.5
2023-06-02,5966382984,1244439007,243.81,8369.49
2023-07-10,1568070113,6220603277,141.3,3669.14
2023-07-26,7223312208,1916830033,64.99,2830.32
2023-11-01,5096271531,8815264532,293.7,3055.54
2023-07-04,8304608723,4732508610,244.73,435.09
2023-04-28,3893589750,6407350656,81.62,8546.2
2023-03-22,1703171857,7607890420,387.7,6020.01
2023-06-26,2296889509,1004165119,75.82,9078.74
2023-02-16,6398314219,4424766954,167.17,5523.62
2023-05-12,4521904419,2976092807,366.19,9020.25
2023-02-14,1409251445,8279859826,115.08,3706.62
2023-05-19,2449376974,7372235545,497.01,3659.06
2023-12-21,7036123296,4832021542,65.29,9956.59
2023-12-29,1113834089,2829885686,79.64,1995.1
2023-01-04,1567185174,3190273985,96.09,399.34
2023-10-25,5029258738,2072545277,568.12,5346.43
2023-07-12,5200334429,5771053036,67.72,4260.22
2023-02-27,4405488566,6148136777,190.38,2930.89
2023-11-18,6628104619,8486813889,90.07,6009.59
2023-08-22,1409251445,7862330565,59.13,4188.93
2023-08-25,4405488566,8023173960,192.52,654.99
2023-04-25,4905245731,6527612750,300.07,772.67
2023-05-02,2550100823,4283191345,271.55,2103.21
2023-10-28,6954377166,4257316337,151.72,9566.13
2023-03-13,7903045302,6417324037,424.69,5450.75
2023-07-29,6560944890,6240932099,343.41,6705.03
2023-12-02,1798769275,9521712961,416.71,6630.7
2023-08-19,4594183059,7926781770,389.32,1151.4
2023-08-25,4689284713,9731472162,349.29,2406.9
2023-04-05,9971126046,4564405102,287.81,9060.25
2023-04-21,5071338731,5621255474,1362.58,6977.43
2023-03-13,8056183846,5763274349,181.5,1049.26
2023-05-05,6536389274,1577884505,220.77,4038.95
2023-05-27,6374434257,6026120270,221.49,4472.26
2023-09-19,7809784704,5621255474,245.32,8567.72
2023-03-19,4051387269,8060326255,501.17,8829.92
2023-10-03,1523706849,8026036678,452.78,7735.05
2023-04-14,2282297408,6284186311,162.08,9542.74
2023-12-16,1761232323,8230403684,-10.83,2894.3
2023-04-05,6462330795,2636514339,183.55,7950.65
2023-10-21,2381133638,2553911119,274.59,1972.25
2023-03-25,1113834089,7686091406,448.11,5154.15
2023-06-05,9391881886,6337639775,440.6,9721.35
2023-05-23,1157973925,6678220690,378.77,9436.48
2023-09-22,4345401597,1096817728,347.94,9573.72
2023-03-22,9677841168,6240932099,271.0,8413.12
2023-02-17,7082906224,9830950006,440.87,1865.64
2023-12-06,1112415317,1355028924,262.45,2823.93
2023-05-07,7594228160,4442370807,327.84,7763.55
2023-12-17,2449376974,3605787210,480.48,3757.57
2023-01-27,1676626956,1717035816,364.87,1522.89
2023-02-06,3163161786,8384981854,208.27,9443.7
2023-10-03,8646111342,4405127597,1442.01,5667.49
2023-10-08,4066297642,6803968504,479.9,8888.28
2023-07-18,8056183846,3024221138,760.78,7275.53
2023-12-20,1293662596,5907552582,137.37,7522.92
2023-11-18,7472044225,7678856749,64.26,6470.14
2023-03-11,7273235391,5135858878,72.52,9004.98
2023-02-02,9195582017,7446340394,348.13,3926.81
2023-06-02,6632254372,6052123838,201.95,1634.63
2023-10-15,2617464071,8212787135,81.94,4389.0
2023-06-19,5034961863,7184510101,-59.79,6330.16
2023-07-05,4689284713,3322940175,382.05,8143.44
2023-04-30,9107902912,1298195121,44.72,2328.51
2023-10-06,8868303343,8509306440,448.2,3649.66
2023-02-09,3655549394,1157144227,89.2,6719.67
2023-10-15,3692209346,8486813889,486.1,7087.59
2023-11-14,3623475520,2809465977,253.09,5215.32
2023-05-26,2911815832,7607890420,329.37,6739.59
2023-09-09,3151920304,8280290626,182.57,1659.22
2023-11-22,8304608723,7832528172,223.54,4097.47
2023-06-27,2252597577,3156585422,492.26,9197.09
2023-04-06,7511872019,8408789601,50.54,4160.57
2023-06-26,8875346680,1066190739,490.35,9055.16
2023-07-14,2550100823,6078992419,293.36,8777.81
2023-10-22,2252597577,6148136777,476.84,4877.17
2023-08-09,9946408543,1763116337,354.02,2464.54
2023-08-17,7273235391,1763116337,48.86,6484.62
2023-02-16,2635360492,1908169873,337.45,2261.22
2023-03-22,6462330795,3743241358,116.52,2615.81
2023-11-15,4051387269,1196540852,387.08,2233.48
2023-11-05,8670770043,7667159439,271.43,4356.86
2023-01-06,9382268880,6596816037,1301.41,3665.01
2023-10-10,7836684495,9593790892,20.52,4899.56
2023-02-27,2617464071,3906766178,72.8,7164.73
2023-10-20,6517220846,7020104693,503.76,9537.33
2023-01-02,4237717123,1400188830,741.1,3859.51
2023-11-23,6762381230,6691557287,350.89,2397.12
2023-12-09,6154337306,8605482872,99.76,6977.35
2023-03-27,5809281990,6355012597,125.55,7095.4
2023-12-26,8871328918,8279859826,73.53,4608.16
2023-02-23,1844074790,3966504289,202.95,1910.02
2023-05-06,9898976418,8230403684,28.24,8882.89
2023-02-27,4790012545,8783646813,169.63,846.55
2023-12-24,2680751486,2893164017,85.96,8744.78
2023-07-10,1676626956,3682386802,378.3,4703.85
2023-02-28,2911815832,2709587312,345.3,7970.59
2023-02-01,6517220846,3465910025,478.25,2981.58
2023-12-02,9163117711,6306552638,359.24,7447.51
2023-04-27,5959515865,1657795117,430.49,6865.0
2023-03-11,2301805351,4588043007,238.99,8675.82
2023-10-01,2183582499,7272371991,28.48,9382.01
2023-02-21,7809784704,1004165119,251.37,1162.21
2023-05-17,1158621244,4564405102,461.36,9281.35
2023-05-19,3152314300,1325958156,35.68,2762.57
2023-06-17,3532316323,9139307219,198.07,5162.89
2023-01-02,3532316323,5584615239,245.42,7532.48
2023-02-13,3692209346,3524424249,488.25,9203.72
2023-10-10,3556530143,9204416723,215.03,1225.96
2023-09-06,1324707311,4761080385,428.35,8820.03
2023-03-16,6121128635,8637472815,110.86,5317.96
2023-12-18,2851098229,4859816657,415.63,8161.56
2023-05-21,2414333802,7448192925,282.3,4945.16
2023-12-30,3163161786,5392037730,225.83,9242.73
2023-10-26,9683294158,7053544008,179.31,8969.19
2023-05-28,1676626956,5728874239,2049.81,5052.8
2023-08-01,9117125188,3920107544,220.72,1488.58
2023-03-08,7582855459,8605482872,2823.21,9205.7
2023-05-10,7329440465,9089416226,134.45,3034.35
2023-06-18,4775057900,1532644469,438.14,2294.75
2023-02-01,8900805824,8182542226,266.43,9606.81
2023-02-18,1161635857,8419886520,501.87,8370.24
2023-01-30,3224534149,3532858069,307.45,9929.71
2023-07-13,3692209346,7314219912,368.98,6728.49
2023-08-22,1825769558,9352048887,77.72,3370.56
2023-06-18,5535125923,7750318439,197.68,8711.58
2023-11-08,6827753864,1177297310,134.87,2094.75
2023-07-17,9898976418,5374089350,330.26,9431.97
2023-08-25,2449376974,6337639775,479.46,2559.71
2023-06-08,9826131497,5207682149,213.49,4039.09
2023-10-27,6560944890,3661752487,272.62,3552.2
2023-12-27,9826131497,8230403684,196.59,7340.78
2023-09-26,6041555874,1217352507,1612.11,3199.38
2023-12-31,3075746715,1719479711,114.08,780.47
2023-03-21,2282297408,7272371991,103.55,6294.06
2023-05-27,2550100823,4859816657,267.19,5558.33
2023-10-27,2682633258,1106701841,366.08,9898.31
2023-07-23,1288303997,1815541762,58.97,4300.96
2023-07-07,7320521806,7620975583,1404.29,7350.85
2023-09-04,1276045948,1913317016,412.79,8513.51
2023-01-25,7942825916,2951988397,57.73,5623.38
2023-08-02,8254663660,5056402796,223.06,9289.76
2023-02-12,6560944890,1007020487,307.61,8456.82
2023-02-17,4358294074,2320077430,242.2,9155.57
2023-02-17,6954377166,6678220690,63.18,2264.68
2023-06-30,8842478751,9461411256,488.42,5031.13
2023-03-09,4466146256,8605482872,103.48,7551.62
2023-04-08,5222101744,1872880830,338.75,4781.24
2023-10-04,9104663241,5271803575,492.41,8745.1
2023-04-26,9163117711,8815264532,1824.79,8979.94
2023-04-01,8646111342,1889964549,236.59,4081.98
2023-03-14,7178578538,2553911119,235.37,9823.82
2023-11-17,3621598798,4859816657,67.84,6647.33
2023-10-20,5544171130,6441783020,206.43,4165.0
2023-09-11,2828220653,1066190739,53.06,3647.89
2023-12-14,2781002956,4610887786,271.58,9939.92
2023-09-02,9124683758,3349687216,156.38,1996.76
2023-06-12,2828220653,2408035912,74.82,1852.58
2023-10-11,4905245731,7378134748,247.45,9740.0
2023-01-28,8382413949,9629022101,458.1,7848.28
2023-02-08,6250485006,1271699948,509.08,4564.38
2023-10-24,2837227128,9147465775,343.67,2255.18
2023-05-11,9107902912,6417324037,77.3,7189.98
2023-07-30,5294433105,5506418492,350.29,3989.22
2023-06-11,5377595854,5210754763,293.54,5513.59
2023-02-16,2781002956,8616053635,161.17,940.65
2023-04-14,9826131497,6024681225,199.7,734.17
2023-11-06,6374069564,4152390034,479.44,8887.89
2023-04-06,2256517542,6306552638,2.08,761.32
2023-11-12,9195582017,4211386603,1676.93,4760.34
2023-04-30,1529943053,9988684171,65.61,7969.32
2023-05-22,6250485006,7604156496,451.56,1230.44
2023-05-17,8666108063,1157144227,379.89,6704.14
2023-08-04,8493535674,2801430795,348.01,5535.05
2023-11-24,9107902912,4930211464,51.37,9116.65
2023-11-17,4466146256,9593790892,61.36,6353.64
2023-07-02,5813070931,6448029109,445.84,2807.27
2023-06-24,1529943053,7550152651,49.67,7357.39
2023-03-29,3532316323,3086147773,1124.68,9438.79
2023-01-07,7788087086,1096817728,427.29,6764.84
2023-05-24,1409251445,1657795117,50.96,7569.69
2023-09-07,8579276620,4934364269,377.98,3128.77
2023-11-01,7685012617,3283395205,179.89,743.32
2023-10-18,9010637497,5243053659,131.87,3551.23
2023-07-27,4345401597,1007020487,336.45,6464.56
2023-11-23,1761527270,1906786893,377.74,5274.21
2023-02-17,3692209346,3368746576,496.51,859.94
2023-01-31,7036123296,4610887786,79.61,3344.51
2023-08-09,8382413949,7458688319,459.46,4932.41
2023-08-11,9826131497,5353608240,230.52,741.99
2023-04-05,9971126046,2408035912,353.59,4967.07
2023-04-17,1676626956,3333563904,378.21,9658.78
2023-07-14,1158621244,4211386603,390.63,9968.15
2023-02-23,7559586329,7678856749,240.5,7317.77
2023-04-19,8666108063,6407350656,308.33,1751.43
2023-10-06,2041054584,3605787210,274.63,1238.25
2023-06-01,5544171130,2593329266,113.76,2789.26
2023-01-30,3819736364,5476409891,177.7,8464.13
2023-08-03,7320521806,7378134748,292.21,3770.11
2023-11-04,3463316944,6052123838,112.6,6701.19
2023-08-08,8413728778,2120572408,175.97,3633.74
2023-02-05,7063064307,9089416226,27.68,5279.42
2023-01-07,8893138539,1754387842,506.86,1151.73
2023-04-05,2252597577,4575154766,504.88,5295.73
2023-05-18,7223312208,8212787135,69.21,1267.87
2023-02-20,5886439919,4424766954,509.03,7335.06
2023-06-27,4143721117,1629458403,3.16,9713.71
2023-11-29,6462330795,8486813889,268.98,1336.65
2023-12-17,2828220653,7468180940,85.36,6788.12
2023-02-20,1761527270,3338715730,375.68,8647.65
2023-06-03,3957950476,9025540461,277.26,4463.44
2023-12-30,2296889509,9025540461,79.38,7473.91
2023-01-24,8413728778,5782738976,183.66,7959.86
2023-08-13,5377595854,9205655076,273.76,7438.78
2023-07-02,8056183846,1111495877,164.14,8059.47
2023-05-12,7559586329,4066764166,291.45,3952.75
2023-03-28,9826131497,8908587838,240.77,2273.75
2023-08-25,5294433105,4005630831,374.63,4308.5
2023-01-07,8589841039,7761332422,76.55,6420.43
2023-02-05,1844074790,5201538562,179.68,1782.22
2023-08-07,8240257727,9068833369,135.93,506.5
2023-08-21,6397144101,1633803099,94.3,2453.1
2023-06-24,3556530143,7620975583,204.78,8813.44
2023-12-21,2041054584,4180456963,382.47,3921.09
2023-08-09,3522747123,4442416988,182.64,3050.7
2023-07-09,2833774822,8908587838,82.81,9218.33
2023-07-07,9177192780,4216329070,457.72,6606.66
2023-04-25,1524776007,4447985812,81.17,5967.26
2024-01-01,9946408543,3338715730,413.71,1617.98
2023-01-07,8842478751,2072545277,471.09,9434.33
2023-08-15,7320521806,1629458403,335.53,9125.58
2023-11-23,5029258738,5076064581,569.32,672.69
2023-11-26,8875346680,8641356362,2220.22,3987.95
2023-04-17,1524776007,6002139621,75.97,7285.09
2023-01-14,7809784704,7184510101,248.44,4505.86
2023-05-28,1878521807,9267308825,186.65,7396.74
2023-05-27,7076598156,5986787449,403.64,3602.51
2023-07-17,4066297642,1955909855,575.77,6881.18
2023-05-18,8240257727,4211386603,110.88,9381.28
2023-05-22,4790012545,6384994730,134.64,3928.15
2023-02-14,1202681880,8077807389,192.61,384.43
2023-09-02,3224534149,9462157314,282.24,2098.55
2023-02-04,4268051129,1908169873,199.86,4264.74
2023-10-14,1651226605,9658813585,396.03,2602.88
2023-05-11,4189117361,4528204061,145.41,6849.57
2023-06-10,5134252963,3493168708,219.58,3814.6
2023-07-28,5924421150,9205655076,249.93,8422.72
2023-05-28,3532316323,1569441813,250.68,3338.79
2023-06-03,1276045948,5476409891,2128.1,8236.83
2023-04-06,1157973925,6474970807,415.34,3545.12
2023-09-11,1844074790,1908169873,158.18,8616.35
2023-04-09,7472044225,3393203732,37.4,3264.97
2023-06-18,1606823814,1007020487,51.52,2551.9
2023-03-17,7063064307,4857209490,88.33,964.55
2023-02-20,2617464071,7458688319,118.48,1234.25
2023-03-06,3655549394,9139307219,85.96,3478.66
2023-10-02,2617464071,5350295398,148.72,5590.12
2023-08-21,6517220846,9462157314,439.77,7422.05
2023-09-04,4464498407,5311699030,124.91,8566.15
2023-12-20,5093619917,9830950006,226.82,358.5
2023-11-13,4905245731,7761522903,284.12,7648.55
2023-03-07,2381133638,3970439189,1224.48,5465.48
2023-09-23,9753570622,7527743202,270.84,4279.35
2023-09-04,1202681880,5763274349,108.82,5485.61
2023-10-12,8948220105,4590579969,199.43,9523.25
2023-01-29,3203290648,4944115075,418.64,3996.83
2023-02-22,2824317672,1014077919,239.75,2246.29
2023-06-03,2837227128,4937612276,393.54,7247.31
2023-06-06,1293662596,1629458403,97.0,2505.27
2023-04-05,2527655254,2072545277,-10.74,5939.29
2023-03-26,6910684122,8404221910,108.61,1181.5
2023-05-09,3673667462,4934728511,392.05,8632.09
2023-08-06,1761232323,4869227480,17.48,8967.95
2023-06-25,9826131497,1532644469,249.1,3868.14
2023-06-05,8579276620,3946294990,356.09,4547.8
2023-04-29,6250485006,9973896632,419.91,7979.26
2023-10-07,5966382984,9152851286,229.29,4713.67
2023-03-02,8493535674,7593423234,326.45,7549.65
2023-09-07,9391881886,2406636678,435.45,8830.37
2023-10-28,6628104619,2753512006,1.22,9244.5
2023-01-28,1870757167,8743141919,403.37,7412.79
2023-11-24,8329600795,9152851286,344.61,4028.56
2023-05-09,7666501843,9609678198,173.28,1773.74
2023-03-17,7329440465,8774854822,82.47,2118.33
2023-08-30,6462330795,1004699940,176.87,3801.52
2023-07-20,3032066846,4209184744,205.74,652.49
2023-09-03,6265640291,4412699315,252.23,9256.54
2023-06-22,1324707311,5920569106,2031.28,7388.64
2023-05-24,2290620711,4211386603,275.84,8544.79
2023-10-14,4910860812,5476409891,402.66,3393.42
2023-07-19,3893589750,8384981854,107.32,1244.71
2023-10-13,9809525852,2358461503,167.12,9285.9
2023-01-18,8413728778,9139307219,266.77,6237.61
2023-01-23,6041555874,7678856749,289.18,5483.59
2023-03-05,1600919783,1030359674,411.09,9820.08
2023-07-23,9826131497,9044211277,258.59,9427.75
2023-02-10,5444740513,8641356362,196.95,9915.46
2023-04-21,3522747123,4707626355,152.44,3951.88
2023-07-21,8304608723,8280290626,255.76,1895.03
2023-09-12,1202681880,1006445472,111.87,8318.5
2023-08-13,2341230241,4686845302,353.47,9091.7
2023-10-13,5137292853,8270520024,250.59,8151.87
2023-02-20,2540044701,3705395940,295.84,5617.74
2023-10-27,3655549394,3970439189,102.4,1562.09
2023-11-21,5535125923,4629873614,205.52,6285.14
2023-04-16,9195582017,6803968504,368.55,7354.64
2023-04-07,4237717123,5319136771,158.22,9924.23
2023-06-07,7178578538,4662104184,304.68,6342.74
2023-05-31,4405488566,7020104693,186.73,5517.88
2023-09-18,8407362745,1498521782,259.25,4111.85
2023-10-25,6536389274,7686091406,340.73,8174.24
2023-08-27,1676626956,8637472815,478.2,4451.43
2023-06-26,7472044225,5392037730,36.29,4067.49
2023-10-08,9163117711,6827293597,370.3,7993.37
2023-08-11,4790012545,3946294990,116.63,4213.83
2023-10-08,7836684495,6527612750,41.39,6692.76
2023-02-16,2381133638,3368746576,281.81,5577.39
2023-02-14,8045855309,8138499210,29.55,3546.54
2023-12-23,7408366345,5319136771,346.02,5719.2
2023-05-02,1761527270,6868835294,358.15,6649.16
2023-02-03,4790012545,8155755793,628.52,3717.88
2023-09-11,6372912695,7948458933,232.41,7935.33
2023-11-18,1144486898,9465099316,217.13,991.94
2023-10-15,5294433105,8077807389,354.17,4299.48
2023-06-07,1712202241,1735900726,163.96,5399.9
2023-08-01,7511872019,7827825384,50.91,1407.26
